ParishID,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Language
1077,"4:00 PM, 9:00 AM","8:00 AM, 10:00 AM, 11:30 AM, 5:00 PM",8:30 AM,"8:00 AM, 5:30 PM","8:00 AM, 5:30 PM","8:00 AM, 8:00 PM","8:00 AM, 8:30 AM","English, Latin"
1078,6:00 PM,"9:00 AM, 11:00 AM, 1:00 PM, 6:00 PM",,,,,,English
1079,"4:00 PM, 8:00 AM","7:30 AM, 9:30 AM, 11:30 AM, 5:00 PM","7:00 AM, 12:10 PM","7:00 AM, 12:10 PM","7:00 AM, 8:15 AM, 12:10 PM, 5:30 PM, 7:00 PM","7:00 AM, 9:30 AM, 12:10 PM","7:00 AM, 12:10 PM, 8:15 AM",English
1080,4:00 PM,"7:30 AM, 9:15 AM, 11:00 AM",,,,,,English
1081,6:30 PM,,,,,,,English
1082,5:00 PM,"7:00 AM, 9:00 AM, 11:00 AM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1083,,"7:00 AM, 10:30 AM, 12:30 PM",,,7:30 PM,,10:30 AM,English
1084,5:00 PM,"8:30 AM, 10:30 AM",,,,,,English
1085,5:00 PM,"7:30 AM, 9:00 AM, 11:15 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
1086,5:00 PM,"7:30 AM, 9:00 AM, 11:30 AM",8:30 AM,8:30 AM,8:30 AM,8:30 AM,8:30 AM,English
1087,5:30 PM,"7:30 AM, 10:00 AM, 5:30 PM, 7:00 PM",5:30 PM,8:00 AM,8:00 AM,8:00 AM,,English
1088,6:00 PM,10:00 AM,9:00 AM,8:00 AM,9:00 AM,9:00 AM,9:00 AM,English
1089,"8:15 AM, 4:30 PM","7:30 AM, 9:30 AM, 11:30 AM, 5:00 PM","6:30 AM, 8:15 AM","6:30 AM, 8:15 AM","6:30 AM, 8:15 AM","6:30 AM, 8:15 AM","6:30 AM, 8:15 AM",English
1090,"6:30 PM, 4:30 PM","8:30 AM, 10:30 AM, 12:30 PM",,7:30 AM,7:30 AM,7:30 AM,7:30 AM,English
1091,,"9:00 AM, 12:00 PM, 2:00 PM",6:00 PM,,,,6:00 PM,"English, Spanish"
1092,"9:00 AM, 4:00 PM","7:00 AM, 9:00 AM, 11:00 AM, 6:00 PM","7:00 AM, 12:10 PM, 6:00 PM",12:10 PM,12:10 PM,12:10 PM,12:10 PM,English
1093,11:30 AM,11:00 AM,,6:00 PM,6:00 PM,6:00 PM,6:30 PM,English
1094,,,,,,,,English
1095,7:30 AM,"9:00 AM, 10:30 AM, 12:00 PM, 2:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,English
1096,,,,,,,,English
1097,"4:00 PM, 5:30 PM, 7:30 AM","7:00 AM, 8:30 AM, 10:30 AM, 12:30 PM, 5:30 PM","6:30 AM, 9:00 AM, 11:00 AM","6:30 AM, 9:00 AM, 11:00 AM","6:30 AM, 9:00 AM, 11:00 AM","6:30 AM, 9:00 AM, 11:00 AM","6:30 AM, 9:00 AM, 11:00 AM",English
1098,5:00 PM,"9:30 AM, 11:30 AM",7:30 AM,,7:30 AM,7:30 AM,7:30 AM,English
1099,5:00 PM,"7:00 AM, 10:00 AM, 12:00 PM",8:00 AM,8:00 AM,8:00 AM,8:00 AM,8:00 AM,"English, Spanish"
1100,,"8:30 AM, 10:30 AM",,,,,,English
